Title,Year,Cited by,Link,Abstract,Latin Ratio
Haptic Search in Divided Areas: Optimizing the Number of Divisions,2017,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014349560&doi=10.1111%2fjpr.12151&partnerID=40&md5=4f221f58db5c44a995c53518f77ad3c9,"The present study investigates the efficiency of haptic search facilitated by the division of the searchable area. Previous studies have shown that scales provided around tactile maps for blind persons can shorten the search time for tactile symbols on the maps, but the optimum number of divisions has not been found. We conducted an experiment in which maps with different numbers of divisions were presented to blindfolded participants. The search times for tactile targets on the maps were measured and a movie that recorded searching behavior was analyzed. Our results indicate that scales with 3 × 4 divisions minimize search time, and the movie analysis reveals that this optimization is determined by the time of both scale-counting and target-searching. This finding elucidates the manner of human haptic search and should be utilized for the optimization of automated tactile map creation. © 2017 Japanese Psychological Association. Published by John Wiley & Sons Australia, Ltd.",0.4217687074829932
The lateral occipito-temporal cortex is involved in the mental manipulation of body part imagery,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018277304&doi=10.3389%2ffnhum.2017.00181&partnerID=40&md5=43ad4dbc71fc68be8bff6a917dbfb365,"The lateral occipito-temporal cortex (LOTC), including the extrastriate body area, is known to be involved in the perception of body parts. Although still controversial, recent studies have demonstrated the role of the LOTC in higher-level body-related cognition in humans. This study consisted of two experiments (E1 and E2). The first (E1) was an exploratory experiment to find the neural correlate of the mental manipulation of body part imagery, in which brain cerebral glucose metabolic rates and the performance of mental rotation of the hand were measured in 100 subjects who exhibited a range of symptoms of cognitive decline. In E1, we found that the level of glucose metabolism in the right LOTC was significantly correlated with performance in a task involving mental manipulation of the hand. Next, in E2, we performed a randomized, double-blind, controlled intervention study (clinical trial number: UMIN 000018310) in younger healthy adults to test whether right occipital (corresponding to the right LOTC) anodal stimulation using transcranial direct current stimulation (tDCS) could enhance the mental manipulation of the hand. In E2, we demonstrated a significant effect of tDCS on the accuracy rate in a task involving mental manipulation of the hand. Although further study is necessary to answer the question of whether these results are specific for the mental manipulation of body parts but not non-body parts, E1 demonstrated a possible role of the LOTC in carrying out the body mental manipulation task in patients with dementia, and E2 suggested the possible effect of tDCS on this task in healthy subjects. © 2017 Kikuchi, Takahashi, Hirosawa, Oboshi, Yoshikawa, Minabe and Ouchi.",0.3576923076923077
Arousal rules: An empirical investigation into the aesthetic experience of cross-modal perception with emotional visual music,2017,12,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018427796&doi=10.3389%2ffpsyg.2017.00440&partnerID=40&md5=a7f42446115b3e317ad1401e62252cc6,"Emotional visual music is a promising tool for the study of aesthetic perception in human psychology; however, the production of such stimuli and the mechanisms of auditory-visual emotion perception remain poorly understood. In Experiment 1, we suggested a literature-based, directive approach to emotional visual music design, and inspected the emotional meanings thereof using the self-rated psychometric and electroencephalographic (EEG) responses of the viewers. A two-dimensional (2D) approach to the assessment of emotion (the valence-arousal plane) with frontal alpha power asymmetry EEG (as a proposed index of valence) validated our visual music as an emotional stimulus. In Experiment 2, we used our synthetic stimuli to investigate possible underlying mechanisms of affective evaluation mechanisms in relation to audio and visual integration conditions between modalities (namely congruent, complementation, or incongruent combinations). In this experiment, we found that, when arousal information between auditory and visual modalities was contradictory [for example, active (+) on the audio channel but passive (-) on the video channel], the perceived emotion of cross-modal perception (visual music) followed the channel conveying the stronger arousal. Moreover, we found that an enhancement effect (heightened and compacted in subjects' emotional responses) in the aesthetic perception of visual music might occur when the two channels contained contradictory arousal information and positive congruency in valence and texture/control. To the best of our knowledge, this work is the first to propose a literature-based directive production of emotional visual music prototypes and the validations thereof for the study of cross-modally evoked aesthetic experiences in human subjects. © 2017 Lee, Latchoumane and Jeong.",0.4738955823293173
The inhibitory mechanism in learning ambiguous words in a second language,2017,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018357367&doi=10.3389%2ffpsyg.2017.00636&partnerID=40&md5=cf10192d357ce6a271e521126ab51266,"Ambiguous words are hard to learn, yet little is known about what causes this difficulty. The current study aimed to investigate the relationship between the representations of new and prior meanings of ambiguous words in second language (L2) learning, and to explore the function of inhibitory control on L2 ambiguous word learning at the initial stage of learning. During a 4-day learning phase, Chinese-English bilinguals learned 30 novel English words for 30 min per day using bilingual flashcards. Half of the words to be learned were unambiguous (had one meaning) and half were ambiguous (had two semantically unrelated meanings learned in sequence). Inhibitory control was introduced as a subject variable measured by a Stroop task. The semantic representations established for the studied items were probed using a cross-language semantic relatedness judgment task, in which the learned English words served as the prime, and the targets were either semantically related or unrelated to the prime. Results showed that response latencies for the second meaning of ambiguous words were slower than for the first meaning and for unambiguous words, and that performance on only the second meaning of ambiguous words was predicted by inhibitory control ability. These results suggest that, at the initial stage of L2 ambiguous word learning, the representation of the second meaning is weak, probably interfered with by the representation of the prior learned meaning. Moreover, inhibitory control may modulate learning of the new meanings, such that individuals with better inhibitory control may more effectively suppress interference from the first meaning, and thus learn the new meaning more quickly. © 2017 Lu, Wu, Dunlap and Chen.",0.43346007604562736
Fixation patterns of chinese participants while identifying facial expressions on Chinese faces,2017,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018350297&doi=10.3389%2ffpsyg.2017.00581&partnerID=40&md5=a50701e434abbbd3844fd5521428e73e,"Two experiments in this study were designed to explore a model of Chinese fixation with four types of native facial expressions-happy, peaceful, sad, and angry. In both experiments, participants performed an emotion recognition task while their behaviors and eye movements were recorded. Experiment 1 (24 participants, 12 men) demonstrated that both eye fixations and durations were lower for the upper part of the face than for the lower part of the face for all four types of facial expression. Experiment 2 (20 participants, 6 men) repeated this finding and excluded the disturbance of fixation point. These results indicate that Chinese participants demonstrated a superiority effect for the lower part of face while interpreting facial expressions, possibly due to the influence of eastern etiquette culture. © 2017 Xia, Li, Zhong and Li.",0.5609756097560976
Childhood obesity and academic performance: The role of working memory,2017,54,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018185301&doi=10.3389%2ffpsyg.2017.00611&partnerID=40&md5=eac1433326b7a413e0aa658f7bc33e57,"The present study examined the role of working memory in the association between childhood obesity and academic performance, and further determined whether memory deficits in obese children are domain-specific to certain tasks or domain-general. A total of 227 primary school students aged 10-13 years were analyzed for weight and height, of which 159 children (44 ""obese,"" 23 ""overweight,"" and 92 ""normal weight"") filled out questionnaires on school performance and socioeconomic status. And then, all subjects finished three kinds of working memory tasks based on the digit memory task in 30 trials, which were image-generated with a series of numbers recall trial sets. After each trial set, subjects were given 5 s to recall and write down the numbers which hand appeared in the trial, in the inverse order in which they had appeared. The results showed there were significant academic performance differences among the three groups, with normal-weight children scoring higher than overweight and obese children after Bonferroni correction. A mediation model revealed a partial indirect effect of working memory in the relationship between obesity and academic performance. Although the performance of obese children in basic working memory tests was poorer than that of normal-weight children, they recalled more items than normal-weight children in working memory tasks involving with food/drink. Working memory deficits partially explain the poor academic performance of obese children. Those results indicated the obese children show domain-specific working memory deficits, whereas they recall more items than normal-weight children in working memory tasks associated with food/drink. © 2017 Wu, Chen, Yang and Li.",0.4530612244897959
Steady beat sound facilitates both coordinated group walking and inter-subject neural synchrony,2017,35,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018285958&doi=10.3389%2ffnhum.2017.00147&partnerID=40&md5=47564759c3989d86d2d007b382858b87,"Group walking is a collective social interaction task as pedestrians are required to determine their own pace of walking on the basis of surrounding others’ states. The steady beat sound is known to be a controllable factor that contributes to relative success/failure of coordinated group walking since the beat improves pedestrian flow in congested situation. According to some reports, inter-personal interaction synchronizes inter-personal brain activity in the prefrontal region, which supports social cognitive processes required for successful inter-individual coordination, such as predicting each other’s state; success/failure of a coordinated task is associated with increase/decrease in inter-subject neural synchrony (INS). Combining these previous findings, we hypothesized that INS during group walking in congested situations would also differ depending on the existence of the steady beat, corresponding to the modulated coordination-related cognitive processes. Subjects’ frontopolar activities were measured using ultra-small near infrared spectroscopy, which can simultaneously measure the brain activities of multiple subjects without constraints on their motions. To exclude the possibility that increased INS may be spuriously induced by the shared stimuli (i.e., steady beat) or by the resultant behavioral synchronization, as control we used stepping on a same spot, which is similar in movement to walking but does not require the subjects to consider others’ states, either with or without the steady beat. In a two by two repeated measures factorial experimental design, the subjects were instructed to walk or keep stepping on a same spot with or without a steady beat sound of 70 beats per minute. As previously reported, the walking flow during group walking with the beat significantly increased compared with that without the beat. Synchronization of stepping between the subjects was also significantly increased by the steady beat sound. For INS, we observed a significant interaction effect between walking/stepping and sound/no-sound, supporting our hypothesis. INS while walking with the beat was higher than that without the beat, whereas the beat induced no significant differences in INS during stepping. Furthermore, the effect of the beat on INS while walking was spatially extended beyond the adjacent pedestrians, reflecting the diffuse nature of the collective coordination in group walking. The increase of INS for walking suggested that the steady beat sound led to more harmonized inter-personal cognitive processes, which resulted in the more coordinated group motion. © 2017 Ikeda, Nozawa, Yokoyama, Miyazaki, Sasaki, Sakaki and Kawashima.",0.3723958333333333
How oxytocin receptor (OXTR) single nucleotide polymorphisms act on prosociality: The mediation role of moral evaluation,2017,17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016317835&doi=10.3389%2ffpsyg.2017.00396&partnerID=40&md5=465a1620855baeab853216c2cdb67e17,"Prosociality is related to numerous positive outcomes, and mechanisms underlying individual differences in prosociality have been widely discussed. Recently, research has found converging evidence on the influence of the oxytocin receptor (OXTR) gene on prosociality. Meanwhile, moral reasoning, a key precursor for social behavior, has also been associated with variability in OXTR gene, thus the relationship between OXTR and prosociality is assumed to be mediated by moral evaluation. The current study examines the relationship in question, and includes gender as a potential moderator. Self-reported prosociality on Prosocial Tendencies Measure and evaluation on the moral acceptability of behaviors in stories from 790 Chinese adolescents (32.4% boys) were analyzed for the influence of their OXTR single nucleotide polymorphisms (SNPs). Results showed that SNP at site rs2254298 was indirectly associated with prosocial behaviors via moral evaluation of behaviors, and this effect was moderated by gender. Our findings suggest an indirect association between genetic variations in OXTR and prosociality through moral evaluation, indicating the potential pathway from genetic variability to prosociality through level of moral development. We also provide some evidence that the role of oxytocin system may to some extent depend on gender. These findings may promote our understanding of the genetic and biological roots of prosociality and morality. © 2017 Shang, Wu and Su.",0.3942307692307692
Episodic specificity in acquiring thematic knowledge of novel words from descriptive episodes,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018250878&doi=10.3389%2ffpsyg.2017.00488&partnerID=40&md5=1ee837afe428a65e6ccf6d4288d1a0ab,"The current study examined whether thematic relations of the novel words could be acquired via descriptive episodes, and if yes, whether it could be generalized to thematically related words in a different scenario. In Experiment 1, a lexical decision task was used where the novel words served as primes for target words in four conditions: (1) corresponding concepts of the novel words, (2) thematically related words in the same episodes as that in learning condition, (3) thematically related words in different episodes, or (4) unrelated words served as targets. Event related potentials elicited by the targets revealed that compared to the unrelated words, the corresponding concepts and thematically related words in the same episodes elicited smaller N400s with a frontal-central distribution, whereas the thematically related words in different episodes elicited an enhanced late positive component. Experiment 2 further showed a priming effect of the corresponding concepts on the thematically related words in the same episodes as well as in a different episode, indicating that the absence of a priming effect of the learned novel words on the thematically related words in different episode could not be attributed to inappropriate selection of thematically related words in the two conditions. These results indicate that only the corresponding concepts and the thematically related words in the learning episodes were successfully primed, whereas the thematic association between the novel words and the thematically related words in different scenarios could only be recognized in a late processing stage. Our findings suggest that thematic knowledge of novel words is organized via separate scenarios, which are represented in a clustered manner in the semantic network. © 2017 Zhang, Chen, Wang, Yang and Yang.",0.43656716417910446
Insights for management among non-gaming industries: Employees’ dissonance in a casino dominant economy; [Ideas para la gestión en sectores no relacionados con el juego: la disonancia de los empleados en una economía dominada por los casinos],2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013682919&doi=10.1016%2fj.rpto.2016.12.003&partnerID=40&md5=754cffc96fb3b8fe90f8e377f4383930,"This study examined 290 full-time employees among non-gaming industries at Macau, where the economy was mainly dominated by the revenue from casinos. It clarified that work satisfaction was fairly low for employees in non-gaming industries, and dissonance was generated due to the discrepancy between employees’ work satisfaction and affective commitment. Organizational variables – management ethics and distributive justice –, a socio-emotional variable – family emotional support –, as well as personality variables – conscientiousness and neuroticism – were assessed in relation to work satisfaction and affective commitment. Regressions found distributive justice to be the most powerful and positive predictor that, together with management ethics and family emotional support, were the positive predictors of both work satisfaction and affective commitment. In addition, conscientiousness was a positive predictor, while neuroticism was a negative predictor of work satisfaction. Results were interpreted in relation to management, and implications for human resource management practice in non-gaming industries were discussed. © 2017 Colegio Oficial de Psicólogos de Madrid",0.5163398692810458
Enhanced feedback-related negativity in alzheimer’s disease,2017,3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019267040&doi=10.3389%2ffnhum.2017.00179&partnerID=40&md5=8fe1c35fad883abdf8ff32e17966704d,"Alzheimer’s disease (AD), the most common cause of dementia in the elderly, results in the impairment of executive function, including that of performance monitoring. Feedback-related negativity (FRN) is an electrophysiological measure reflecting the activity of this monitoring system via feedback signals, and is generated from the anterior cingulate cortex. However, there have been no reports on FRN in AD. Based on prior aging studies, we hypothesized that FRN would decrease in AD patients. To assess this, FRN was measured in healthy individuals and those with AD during a simple gambling task involving positive and negative feedback stimuli. Contrary to our hypothesis, FRN amplitude increased in AD patients, compared with the healthy elderly. We speculate that this may reflect the existence of a compensatory mechanism against the decline in executive function. Also, there was a significant association between FRN amplitude and depression scores in AD, and the FRN amplitude tended to increase insomuch as the Self-rating Depression Scale (SDS) was higher. This result suggests the existence of a negative bias in the affective state in AD. Thus, the impaired functioning monitoring system in AD is a more complex phenomenon than we thought. © 2017 Nitta, Onoda, Ishitobi, Okazaki, Mishima, Nagai and Yamaguchi.",0.41708542713567837
Prevalence and clinical features of restless legs syndrome among Japanese pregnant women without gestational complications,2017,5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016130157&doi=10.1007%2fs41105-016-0086-2&partnerID=40&md5=d1cb9afaf435befd5249c6e4c7e99679,"To determine the prevalence of restless legs syndrome (RLS) among Japanese pregnant women without complications and to clarify the correlation between RLS and clinical outcomes, RLS screening was conducted using the Johns Hopkins Telephone Diagnostic Interview for 140 pregnant women in their third trimester. The frequency of positive RLS screening test was 15.7%. No significant differences were found in the hemoglobin, ferritin, and folate levels and in the delivery outcomes between the RLS and control groups. In the future, it will be necessary to clarify whether a similarly high prevalence of RLS exists in Japanese pregnant women with complications. © 2016, Japanese Society of Sleep Research.",0.4215686274509804
Family and individual risk and protective factors of depression among chinese migrant children with oppositional defiant disorder symptoms,2017,11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018312764&doi=10.3389%2ffpsyg.2017.00508&partnerID=40&md5=06cdbcb97850f980b9a2e5d9a76249d6,"Migrant children reached 35.81 million in China and were vulnerable to serious emotional problems including depression. The present study aimed to identify the family and individual risk and protective factors for depression in an at-risk sample of Chinese migrant children. Participants were 368 children (9.47 ± 1.46 years old, 73.4% boys) who had at least one symptom of Oppositional Defiant Disorder symptoms (ODD) and their parents in Mainland China. Risk and protective factors within both family (i.e., family maltreatment and family functioning) and individual (i.e., automatic thoughts and resilience) perspectives. Family maltreatment and negative automatic thoughts served as risk factors in relation to children's depression. Further, automatic thoughts mediated the relationship between family maltreatment and children's depression. Family functioning (cohesion, but bot adaptability) and individual resilience could buffer the effects of risk factors in the Structure Emotion Model such that both cohesion and resilience moderated the relationship between family maltreatment and children's automatic thoughts only. Our findings highlighted the urgent need to decrease risk factors and increase protective factors of both family and child individual characteristics in prevention and intervention depression among migrant children with ODD symptoms in China. © 2017 Liu, Lin, Zhou, Zhou, Li and Lin.",0.5526315789473685
Individual differences in automatic emotion regulation interact with primed emotion regulation during an anger provocation,2017,9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018329053&doi=10.3389%2ffpsyg.2017.00614&partnerID=40&md5=3a62f2f01852a1b153a6a8cf00035673,"The current study investigated the interactive effects of individual differences in automatic emotion regulation (AER) and primed emotion regulation strategy on skin conductance level (SCL) and heart rate during provoked anger. The study was a 2 × 2 [AER tendency (expression vs. control) × priming (expression vs. control)] between subject design. Participants were assigned to two groups according to their performance on an emotion regulation-IAT (differentiating automatic emotion control tendency and automatic emotion expression tendency). Then participants of the two groups were randomly assigned to two emotion regulation priming conditions (emotion control priming or emotion expression priming). Anger was provoked by blaming participants for slow performance during a subsequent backward subtraction task. In anger provocation, SCL of individuals with automatic emotion control tendencies in the control priming condition was lower than of those with automatic emotion control tendencies in the expression priming condition. However, SCL of individuals with automatic emotion expression tendencies did no differ in the automatic emotion control priming or the automatic emotion expression priming condition. Heart rate during anger provocation was higher in individuals with automatic emotion expression tendencies than in individuals with automatic emotion control tendencies regardless of priming condition. This pattern indicates an interactive effect of individual differences in AER and emotion regulation priming on SCL, which is an index of emotional arousal. Heart rate was only sensitive to the individual differences in AER, and did not reflect this interaction. This finding has implications for clinical studies of the use of emotion regulation strategy training suggesting that different practices are optimal for individuals who differ in AER tendencies. © 2017 Zhang, Lipp and Hu.",0.5057034220532319
Gender differences in the difficulty in disengaging from threat among children and adolescents with social anxiety,2017,8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016234209&doi=10.3389%2ffpsyg.2017.00419&partnerID=40&md5=1fb766a16ffe4c4cf0e5e8c86a1f3f87,"There is some research showing that social anxiety is related with attentional bias to threat. However, others fail to find this relationship and propose that gender differences may play a role. The aim of this study was to investigate the gender differences in the subcomponents of attentional bias to threat (hypervigilance and difficulty in disengaging) among children and adolescents with social anxiety. Overall, 181 youngsters aged between 10 and 14 participated in the current study. Images of disgusted faces were used as threat stimuli in an Exogenous Cueing Task was used to measure the subcomponents of attentional bias. Additionally, the Social Anxiety Scale for Children was used to measure social anxiety. The repeated measures ANOVA showed that male participants with high social anxiety showed difficulty in disengaging from threat, but this was not the case for female participants. Our results indicated that social anxiety is more related with attentional bias to threat among male children and adolescents than females. These findings suggested that developing gender-specific treatments for social anxiety may improve treatment effects. © 2017 Zhang, Ni, Xie, Xu and Liu.",0.4715909090909091
Do demographic characteristics make differences? Demographic characteristics as moderators in the associations between only child status and cognitive/non-cognitive outcomes in China,2017,13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018336019&doi=10.3389%2ffpsyg.2017.00423&partnerID=40&md5=f01516c9c0f8f36cf855a7e094bc9efb,"Different family compositions and sizes may affect child development through the different modes of interaction between family members. Previous studies have compared only children with non-only children in cognitive/non-cognitive outcomes. However, relatively little research has systematically investigated the potential moderators among them. Using a large and representative sample of Chinese students (Grades 7-8; N = 5,752), this study examines the roles of demographic characteristics, such as gender, region, parental educational level, parental expectations, family socio-economic status and family structure, in the associations between only child status and cognitive/non-cognitive outcomes. For the cognitive outcomes, only child status exerts an influence on the students' academic performance in Chinese and mathematics in the sample of three districts' students. The examined associations between only child status and cognitive outcomes are different in region, parental education, parental expectations and family structure, while gender and family socio-economic status did not. For the non-cognitive outcomes, only child status exerts an influence on the students' school well-being, academic self-efficacy, academic self-concept, and internal academic motivation in the full sample of students, but not on external academic motivation. Further, the examined associations between only child status and non-cognitive outcomes are different in region, parental education, family socio-economic status and family structure, while gender and parental expectations did not. These findings suggest that the associations between only child status and cognitive/non-cognitive outcomes are heterogeneous in terms of some of the demographic characteristics. Possible explanations are proposed in some concepts of region and family environment in China. © 2017 Liu, Chen, Yang and Hu.",0.532258064516129
Researchers’ choice of the number and range of levels in experiments affects the resultant variance-accounted-for effect size,2017,2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981294478&doi=10.3758%2fs13423-016-1128-0&partnerID=40&md5=6e7774ab807fc691e8c19f922af9a617,"In psychology, the reporting of variance-accounted-for effect size indices has been recommended and widely accepted through the movement away from null hypothesis significance testing. However, most researchers have paid insufficient attention to the fact that effect sizes depend on the choice of the number of levels and their ranges in experiments. Moreover, the functional form of how and how much this choice affects the resultant effect size has not thus far been studied. We show that the relationship between the population effect size and number and range of levels is given as an explicit function under reasonable assumptions. Counterintuitively, it is found that researchers may affect the resultant effect size to be either double or half simply by suitably choosing the number of levels and their ranges. Through a simulation study, we confirm that this relation also applies to sample effect size indices in much the same way. Therefore, the variance-accounted-for effect size would be substantially affected by the basic research design such as the number of levels. Simple cross-study comparisons and a meta-analysis of variance-accounted-for effect sizes would generally be irrational unless differences in research designs are explicitly considered. © 2016, Psychonomic Society, Inc.",0.46113989637305697
Presence and absence of muscle contraction elicited by peripheral nerve electrical stimulation differentially modulate primary motor cortex excitability,2017,16,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018280416&doi=10.3389%2ffnhum.2017.00146&partnerID=40&md5=286bbf83716c0ee484d16d81759f354c,"Modulation of cortical excitability by sensory inputs is a critical component of sensorimotor integration. Sensory afferents, including muscle and joint afferents, to somatosensory cortex (S1) modulate primary motor cortex (M1) excitability, but the effects of muscle and joint afferents specifically activated by muscle contraction are unknown. We compared motor evoked potentials (MEPs) following median nerve stimulation (MNS) above and below the contraction threshold based on the persistence of M-waves. Peripheral nerve electrical stimulation (PES) conditions, including right MNS at the wrist at 110% motor threshold (MT; 110% MNS condition), right MNS at the index finger (sensory digit nerve stimulation [DNS]) with stimulus intensity approximately 110% MNS (DNS condition), and right MNS at the wrist at 90% MT (90% MNS condition) were applied. PES was administered in a 4 s ON and 6 s OFF cycle for 20 min at 30 Hz. In Experiment 1 (n = 15), MEPs were recorded from the right abductor pollicis brevis (APB) before (baseline) and after PES. In Experiment 2 (n = 15), M- and F-waves were recorded from the right APB. Stimulation at 110% MNS at the wrist evoking muscle contraction increased MEP amplitudes after PES compared with those at baseline, whereas DNS at the index finger and 90% MNS at the wrist not evoking muscle contraction decreased MEP amplitudes after PES. M- and F-waves, which reflect spinal cord or muscular and neuromuscular junctions, did not change following PES. These results suggest that muscle contraction and concomitant muscle/joint afferent inputs specifically enhance M1 excitability. © 2017 Sasaki, Kotan, Nakagawa, Miyaguchi, Kojima, Saito, Inukai and Onishi.",0.4628099173553719
"Sample entropy, univariate, and multivariate multi-scale entropy in comparison with classical postural sway parameters in young healthy adults",2017,57,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018344032&doi=10.3389%2ffnhum.2017.00206&partnerID=40&md5=3c324fdefc7b52c7cb7d353e283a2c3f,"The present study aimed to compare various entropy measures to assess the dynamics and complexity of center of pressure (COP) displacements. Perturbing balance tests are often used in healthy subjects to imitate either pathological conditions or to test the sensitivity of postural analysis techniques. Eleven healthy adult subjects were asked to stand in normal stance in three experimental conditions while the visuo-kinesthetic input was altered. COP displacement was recorded using a force plate. Three entropy measures [Sample Entropy (SE), Multi-Scale Entropy (MSE), and Multivariate Multi Scale Entropy (MMSE)] describing COP regularity at different scales were compared to traditional measures of COP variability. The analyses of the COP trajectories revealed that suppression of vision produced minor changes in COP displacement and in the COP characteristics. The comparison with the reference analysis showed that the entropy measures analysis techniques are more sensitive in the incremented time series compared to the classical parameters and entropy measures of original time series. Non-linear methods appear to be an additional valuable tool for analysis of the dynamics of posture especially when applied on incremental time series. © 2017 Hansen, Wei, Shieh, Fourcade, Isableu and Majed.",0.5187165775401069
The involvement of central attention in visual search is determined by task demands,2017,7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010739412&doi=10.3758%2fs13414-017-1278-9&partnerID=40&md5=427526bf69bdfbc63351919dacfd319d,"Attention, the mechanism by which a subset of sensory inputs is prioritized over others, operates at multiple processing stages. Specifically, attention enhances weak sensory signal at the perceptual stage, while it serves to select appropriate responses or consolidate sensory representations into short-term memory at the central stage. This study investigated the independence and interaction between perceptual and central attention. To do so, I used a dual-task paradigm, pairing a four-alternative choice task with a visual search task. The results showed that central attention for response selection was engaged in perceptual processing for visual search when the number of search items increased, thereby increasing the demand for serial allocation of focal attention. By contrast, central attention and perceptual attention remained independent as far as the demand for serial shifting of focal attention remained constant; decreasing stimulus contrast or increasing the set size of a parallel search did not evoke the involvement of central attention in visual search. These results suggest that the nature of concurrent visual search process plays a crucial role in the functional interaction between two different types of attention. © 2017, The Psychonomic Society, Inc.",0.4972972972972973
The number of pulses needed to measure corticospinal excitability by navigated transcranial magnetic stimulation: Eyes open vs. close condition,2017,15,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018325933&doi=10.3389%2ffnhum.2017.00121&partnerID=40&md5=f7a44190beebd63b034acb334a06c0cc,"Objective: Motor evoked potentials (MEPs) obtained by transcranial magnetic stimulation (TMS) enable measures of the corticospinal excitability (CSE). However the reliability of TMS-derived CSE measures is suboptimal due to appreciable pulse-to-pulse MEP amplitude variability. We thus calculated how many TMS–derived MEPs will be needed to obtain a reliable CSE measure in awake adult subjects, in the eyes open (EO) and eyes closed (EC) conditions. Methods: Twenty healthy adults (70% male) received 40 consecutive navigated TMS pulses (120% resting motor threshold, RMT) in the EO or EC conditions on two separate days in randomized order. Results: For either the EO or EC condition, the probability that the 95% confidence interval (CI) derived from consecutive MEP amplitude measured included the true CSE, increased when the number of consecutive stimuli increased (EO: p = 0.05; EC: p = 0.001). No significant effect of RMT, Mini-Mental State Examination (MMSE) score, or gender on the CSE estimates was identified. At least 34 consecutive stimuli were required to obtain a most reliable CSE estimate in the EO condition and 31 in the EC condition. Conclusion: Our findings indicate that >30 consecutive MEPs may be necessary in order to obtain a CSE measure in healthy adults. © 2017 Bashir, Yoo, Kim, Lim, Rotenberg and Abu Jamea.",0.3979591836734694
Response readiness modulates the development of association-based automaticity in masked priming,2017,6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009241604&doi=10.3758%2fs13414-016-1275-4&partnerID=40&md5=abf937f7e0464f9e2d4509ec95b7436e,"The current study investigated the role of the automatization of stimulus and response (S-R) associations and response readiness in triggering the motor activation for masked primes in two experiments. The automatization of associations was manipulated by employing different types of stimuli, and response readiness was manipulated by varying the relative frequency of Go trials in a modified Go/No-Go task. Compatibility (compatible and incompatible), stimulus type (arrows and parallel lines), and test session (Sessions 1, 2, and 3) were manipulated in a high response-readiness condition (Experiment 1) and in a low response-readiness condition (Experiment 2). Negative compatibility effects (NCEs) occurred regardless of session and experiment in the arrow stimuli condition. However, in the parallel-line stimuli condition, no significant compatibility effect (CE) appeared regardless of the experiment in Sessions 1 and 2, whereas a significant NCE appeared in Experiment 1 but not in Experiment 2 in Session 3. These results are consistent with the claim that motor activation can only occur if the association between specific stimuli and specific responses has been automatized by previous practice, and response readiness can modulate the development of automaticity, but this modulation will have a minimal effect once the association is automatized. The findings also provide experimental evidence for the assumption that the formation of association-based automaticity could be modulated by top-down control (e.g., response readiness). © 2017, The Psychonomic Society, Inc.",0.4392523364485981
